"tournament_name","tournament_country_code","date_start","date_end","round_code","category_code","red_id","red_first_name","red_last_name","red_nationality_code","red_birth_date","blue_id","blue_first_name","blue_last_name","blue_nationality_code","blue_birth_date","winner_athlete_id","red_score","red_penalties","blue_score","blue_penalties","red_score_order","blue_score_order","fight_time"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","QFL","SAMMADT58","7624","Borislav","YANAKOV","BUL","1992-11-16","3144","Vakhtangi","CHIDRASHVILI","GEO","1992-11-16","7624",0,2,1,1,NULL,NULL,"300000"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R16","SAMMADT64","7628","Mattia","CANEVARO","ITA","2003-08-03","3960","Niek","LAMBERTS","NED","2003-08-03","3960",1,3,2,1,"1",NULL,"251566"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","QFL","SAMMADT58","1946","Uladzislau","BURDZ","BLR","1996-05-15","6537","Doston","RUZIEV","UZB","1996-05-15","6537",1,1,2,2,NULL,"2","300000"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","QFL","SAMWADT50","1954","Anfisa","KAPAYEVA","BLR","1995-06-22","7518","Luisaigna","CAMPOS","VEN","1995-06-22","1954",8,0,1,0,"2-4-2","1","300000"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","QFL","SAMWADT54","1950","Alena","BURDENKA","BLR","2000-02-17","6138","Dinara","IVADULLAYEVA","TKM","2000-02-17","1950",9,2,1,2,"4-4",NULL,"277189"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","QFL","SAMWADT50","8307","Urtnasan","ENKH-AMGALAN","MGL","1998-08-26","6545","Margarita","BAZHAYEVA","KAZ","1998-08-26","6545",4,0,8,2,"2-1","4-4","240547"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","QFL","SAMWADT54","2078","Guldana","ALMUKHANBETOVA TRANSFER","KAZ","1994-09-18","8737","Aiana","RYSKULBEKOVA TRANSFER","KGZ","1994-09-18","2078",8,1,0,3,"1-4-1",NULL,"191298"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","QFL","SAMWADT59","54","Svetlana","UVAROVA","RUS","1997-08-06","8646","Saranzul","AMGALAN","MGL","1997-08-06","54",2,0,0,4,NULL,NULL,"18895"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","QFL","SAMWADT50","6557","Musharraf","IBODULLAEVA","UZB","2001-04-01","8135","Sephora","CORCHER","FRA","2001-04-01","6557",7,1,0,0,"1-1-1-4",NULL,"300000"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R16","SAMMADT58","3124","Kaiyrberdi","AIDYNBAY","KAZ","1997-11-25","6380","Nurgazy","ZHANBOSUNOV","KGZ","1997-11-25","3124",9,0,0,2,"2-2-4",NULL,"204209"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","QFL","CSMMADT98","8689","Raman","DAMIYEU","BLR","1998-11-05","7469","Andres","LAZCANO","COL","1998-11-05","8689",8,0,0,1,"2-4-2",NULL,"68116"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","QFL","CSMMADT79","5386","Ahmed","DARWISH","EGY","1994-09-22","5155","Daiyrbek","KARYIAEV","KGZ","1994-09-22","5155",0,1,1,0,NULL,"1","281525"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","QFL","CSMMADT98","423","Arman","AVANESYAN","ARM","1999-11-24","2212","Raikhan","MADI","KAZ","1999-11-24","2212",2,0,0,0,"2",NULL,"123737"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","QFL","SAMMADT64","2250","Yessentay","IMAKHANOV","KAZ","2001-06-14","5138","Belek","BARAKANOV","KGZ","2001-06-14","2250",7,3,3,1,"4-2-1","1","300000"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","QFL","SAMWADT54","7677","Paula","LANZA","ESP","1999-04-10","4387","Tanya","RADULOVA","BUL","1999-04-10","7677",8,0,4,0,"4-2-2","4","300000"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R16","CSMMADT98","5132","Bekbolsun","KERIMBEKOV","KGZ","1996-04-01","423","Arman","AVANESYAN","ARM","1996-04-01","423",2,0,10,1,"1-1","2-4-4","266880"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","QFL","CSMMADT98","5299","Charymyrat","ANNAGURBANOV","TKM","1991-07-07","5192","Israel David","WOLFMAN KISISHVILI","ISR","1991-07-07","5192",1,0,9,2,NULL,"4-2-1-2","242288"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R16","CSMMADT98","8689","Raman","DAMIYEU","BLR","1998-11-05","7655","Zsolt","BALLA","ROU","1998-11-05","8689",6,0,5,0,"4-2","2-2-1","300000"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R16","CSMMADT98","6515","Shermukhambet","KHODJANIYAZOV","UZB","1987-09-29","5641","Viktor","NEMKOV","RUS","1987-09-29","5641",2,0,6,0,"2","1-1-4","117074"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R16","CSMMADT79","5386","Ahmed","DARWISH","EGY","1994-09-22","8624","Vyacheslav","ISHHANYAN","TKM","1994-09-22","5386",8,0,0,0,"2-4-2",NULL,"65735"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","QFL","CSMMADT79","6647","Assylbek","SMAILOV","KAZ","1990-05-30","8698","Gus","BARRIER","NZL","1990-05-30","6647",10,0,1,1,"4-4-2","1","117423"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R16","CSMMADT79","6647","Assylbek","SMAILOV","KAZ","1990-05-30","5017","Badreddine","DIANI","MAR","1990-05-30","6647",3,0,2,3,"1","2","300000"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","QFL","SAMMADT64","7587","Dimitar","STOYANOV","BUL","1997-03-24","5271","Muhammet","KOSSEKOV","TKM","1997-03-24","5271",0,0,9,0,NULL,"1-2-2-2-2","242508"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R16","SAMWADT59","6912","Sacha","BUWALDA","NED","1999-12-03","5703","Yana","PAHASIAN","BLR","1999-12-03","6912",2,2,1,1,"2",NULL,"300000"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","QFL","SAMWADT59","5282","Madina","AYDOGDYYEVA","TKM","1994-09-07","6806","Elza","ABDYKADYROVA TRANSFER","KGZ","1994-09-07","6806",5,0,7,3,"2-1","4-1-2","300000"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R16","SAMWADT59","5128","Reina","CORDOBA","CRC","1979-03-15","4749","Laure","FOURNIER","FRA","1979-03-15","4749",0,0,2,0,NULL,"2","173476"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R16","SAMWADT59","8646","Saranzul","AMGALAN","MGL","1993-11-17","2079","Marzhan","BIZAK TRANSFER","KAZ","1993-11-17","8646",1,1,0,2,NULL,NULL,"300000"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","QFL","SAMWADT54","466","Elizaveta","SYSHCHIKOVA","RUS","2000-10-02","8687","Maria","GUEDEZ","VEN","2000-10-02","466",3,3,2,3,"1",NULL,"300000"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","QFL","SAMMADT58","3098","Sayan","KHERTEK","RUS","1987-09-05","8634","Kanan","BABAYEV","AZE","1987-09-05","3098",10,3,2,0,"1-1-4-4",NULL,"261425"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R16","SAMMADT64","3133","Pavel","HLADKIKH","BLR","1994-08-21","4676","Elvin","BAGHIROV","AZE","1994-08-21","4676",2,0,6,0,"2","2-2-2","242999"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","QFL","SAMMADT58","3124","Kaiyrberdi","AIDYNBAY","KAZ","1997-11-25","8675","Genki","BABA","JPN","1997-11-25","3124",4,1,0,1,"1-2-1",NULL,"300000"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R16","SAMWADT59","54","Svetlana","UVAROVA","RUS","1997-08-06","7572","Iva","IVANOVA","BUL","1997-08-06","54",10,0,0,0,"1-4-1-4",NULL,"92944"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R16","SAMWADT59","5282","Madina","AYDOGDYYEVA","TKM","1994-09-07","6241","Yuyong","SHIN","KOR","1994-09-07","5282",6,1,0,1,"2-4",NULL,"252628"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","QFL","SAMWADT50","3507","Ekaterina","KHASANOVA","RUS","2001-05-23","8821","Maria Amyulina","GUEDEZ","RST","2001-05-23","8821",0,0,1,1,NULL,"1","300000"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R32","SAMMADT58","8663","Togtokhbayar","NYAMKHUU","MGL","1990-01-23","7624","Borislav","YANAKOV","BUL","1990-01-23","7624",0,2,1,1,NULL,NULL,"300000"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R32","SAMMADT64","8657","Altanbagana","PUREVDAGVA","MGL","1995-01-26","7587","Dimitar","STOYANOV","BUL","1995-01-26","7587",0,2,1,0,NULL,NULL,"272994"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","BR1","SAMWADT50","3507","Ekaterina","KHASANOVA","RUS","2001-05-23","6557","Musharraf","IBODULLAEVA","UZB","2001-05-23","3507",1,1,0,0,"1",NULL,"265535"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","RP1","SAMWADT59","7572","Iva","IVANOVA","BUL","2003-11-27","8646","Saranzul","AMGALAN","MGL","2003-11-27","8646",1,1,5,0,"1","4-1","300000"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","BR1","SAMWADT54","8687","Maria","GUEDEZ","VEN","1989-04-26","7677","Paula","LANZA","ESP","1989-04-26","8687",5,3,4,1,"2-1-2","2","300000"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","SFL","SAMMADT58","6537","Doston","RUZIEV","UZB","1996-07-10","3124","Kaiyrberdi","AIDYNBAY","KAZ","1996-07-10","3124",0,1,2,1,NULL,"1-1","300000"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","SFL","SAMWADT50","6545","Margarita","BAZHAYEVA","KAZ","1999-06-21","1954","Anfisa","KAPAYEVA","BLR","1999-06-21","1954",1,2,3,1,"1","2","300000"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","QFL","SAMMADT64","3145","Tornike","TCHOVELIDZE","GEO","1995-04-10","8728","Sardor","OLIMJONOV","UZB","1995-04-10","8728",1,0,3,2,NULL,"1-2","300000"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R16","SAMMADT64","8648","Enzo","BRITO","FRA","1996-09-13","8728","Sardor","OLIMJONOV","UZB","1996-09-13","8728",0,0,9,0,NULL,"4-1-2-2","130305"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","SFL","SAMWADT50","8821","Maria Amyulina","GUEDEZ","RST","1999-06-24","6557","Musharraf","IBODULLAEVA","UZB","1999-06-24","8821",2,2,1,1,"1-1",NULL,"300000"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R16","SAMMADT64","3145","Tornike","TCHOVELIDZE","GEO","1995-04-10","7913","Rene Patricio","AVENDANO","CHI","1995-04-10","3145",0,0,0,0,NULL,NULL,"35175"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","QFL","SAMMADT64","4676","Elvin","BAGHIROV","AZE","2002-04-15","3960","Niek","LAMBERTS","NED","2002-04-15","4676",2,0,0,2,"1",NULL,"300000"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R16","SAMMADT58","8675","Genki","BABA","JPN","1998-06-18","7630","Stefano","AVELLA","ITA","1998-06-18","8675",8,0,0,0,"4-4",NULL,"31418"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R16","SAMMADT64","7292","Franck Benoit","MEYONG ONDOA","CMR","1999-07-13","5138","Belek","BARAKANOV","KGZ","1999-07-13","5138",0,0,4,0,NULL,"4","86684"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R16","SAMMADT58","4920","Santiago","VALLECILLA","COL","2002-04-15","1946","Uladzislau","BURDZ","BLR","2002-04-15","1946",0,3,8,0,NULL,"1-4-1","196643"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R16","SAMMADT64","3330","Cresente","NAVARES","PHI","2002-02-22","2250","Yessentay","IMAKHANOV","KAZ","2002-02-22","2250",0,1,0,0,NULL,NULL,"56975"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R16","SAMMADT58","8634","Kanan","BABAYEV","AZE","2000-01-10","5198","Yasser","BOUHESSOUNE","MAR","2000-01-10","8634",8,0,0,3,"1-1-2-2",NULL,"181649"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R16","SAMMADT58","6537","Doston","RUZIEV","UZB","1996-07-10","2706","Jaeyong","SHIN","KOR","1996-07-10","6537",8,0,0,0,"2-4-2",NULL,"157548"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R16","SAMMADT58","3098","Sayan","KHERTEK","RUS","1987-09-05","5266","Begli","MERETGELDIYEV","TKM","1987-09-05","3098",1,1,0,2,NULL,NULL,"300000"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","SFL","SAMWADT54","7677","Paula","LANZA","ESP","1999-04-10","466","Elizaveta","SYSHCHIKOVA","RUS","1999-04-10","466",0,2,1,0,NULL,NULL,"300000"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R16","SAMWADT54","1950","Alena","BURDENKA","BLR","2000-02-17","6560","Ugilkhon","KENJABOEVA","UZB","2000-02-17","1950",8,0,0,1,"1-1-2-4",NULL,"246978"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R16","SAMMADT64","7587","Dimitar","STOYANOV","BUL","1997-03-24","2834","Taylor","WEBER","USA","1997-03-24","7587",3,0,0,0,"1-1-1",NULL,"300000"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R16","SAMWADT50","1934","Cristina","CASAS","ESP","1992-07-19","1954","Anfisa","KAPAYEVA","BLR","1992-07-19","1954",0,1,0,0,NULL,NULL,"300000"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R16","SAMWADT54","2078","Guldana","ALMUKHANBETOVA TRANSFER","KAZ","1994-09-18","8665","Nomintuya","ENKHBAATAR TRANSFER","MGL","1994-09-18","2078",2,1,1,0,"1-1","1","300000"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R16","SAMWADT50","6545","Margarita","BAZHAYEVA","KAZ","1999-06-21","3185","Jessica","PEREZ","CRC","1999-06-21","6545",2,0,0,0,"2",NULL,"85315"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R16","SAMWADT50","8307","Urtnasan","ENKH-AMGALAN","MGL","1998-08-26","6136","Arzuv","YALKAPOVA","TKM","1998-08-26","8307",8,0,0,1,"1-4-2-1",NULL,"205741"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R16","SAMWADT54","2974","Martha","RODRIGUEZ","MEX","1997-09-15","466","Elizaveta","SYSHCHIKOVA","RUS","1997-09-15","466",0,0,5,0,NULL,"2-1-2","292333"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R16","SAMWADT50","5304","Aikaterini","THEODORAKOPOULOU","GRE","1999-04-26","8135","Sephora","CORCHER","FRA","1999-04-26","8135",0,0,8,0,NULL,"2-4-2","171534"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R16","SAMWADT54","7677","Paula","LANZA","ESP","1999-04-10","8720","Myrto","SOFIKITI","GRE","1999-04-10","7677",3,0,1,0,"2-1","1","300000"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R32","SAMMADT64","2855","Aleksandr","KULIKOVSKIKH","RUS","1996-08-22","3133","Pavel","HLADKIKH","BLR","1996-08-22","3133",0,0,9,1,NULL,"2-2-1-2-1-1","154821"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R16","SAMWADT50","4833","Sara","MATIJEVIC","CRO","1996-04-16","8821","Maria Amyulina","GUEDEZ","RST","1996-04-16","8821",0,1,1,0,NULL,"1","93091"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R16","SAMWADT50","8733","Teodora","DIMESKA","MKD","2002-03-21","6557","Musharraf","IBODULLAEVA","UZB","2002-03-21","6557",0,0,2,0,NULL,"1-1","12567"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R16","SAMMADT64","503","Maksim","MANUKYAN","ARM","1993-10-19","5271","Muhammet","KOSSEKOV","TKM","1993-10-19","5271",2,0,3,1,"1-1","2-1","300000"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R16","SAMMADT58","7624","Borislav","YANAKOV","BUL","1992-11-16","8220","Steven","BLOT","FRA","1992-11-16","7624",6,0,0,4,"4",NULL,"209969"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R16","SAMWADT50","5208","Samara","ABDUMALIK KYZY","KGZ","1997-02-24","3507","Ekaterina","KHASANOVA","RUS","1997-02-24","3507",0,0,7,0,NULL,"4-2-1","300000"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R16","SAMMADT58","2848","Tigran","KIRAKOSYAN","ARM","1991-04-05","3144","Vakhtangi","CHIDRASHVILI","GEO","1991-04-05","3144",1,1,6,2,NULL,"4-2","300000"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","R16","SAMWADT50","7518","Luisaigna","CAMPOS","VEN","1989-10-01","3062","Anamaria","VLADU","ROU","1989-10-01","7518",5,0,0,0,"1-1-2-1",NULL,"140588"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","RP1","SAMWADT72","8656","Le Gall","TIPHAINE","FRA","1988-06-08","2109","Dildash","KURYSHBAYEVA","KAZ","1988-06-08","2109",0,1,8,0,NULL,"1-2-4-1","229791"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","RP1","SAMWADT72","7028","Naomi","OVERKAMP","NED","2001-05-30","5168","Nino","ODZELASHVILI","GEO","2001-05-30","5168",1,1,7,0,"1","4-1-2","300000"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","FNL","SAMWADT59","54","Svetlana","UVAROVA","RUS","1997-08-06","6912","Sacha","BUWALDA","NED","1997-08-06","54",1,1,0,0,"1",NULL,"300000"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","FNL","SAMWADT50","8821","Maria Amyulina","GUEDEZ","RST","1999-06-24","1954","Anfisa","KAPAYEVA","BLR","1999-06-24","8821",2,1,1,2,"1","1","300000"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","BR2","SAMWADT59","5703","Yana","PAHASIAN","BLR","1998-02-09","6806","Elza","ABDYKADYROVA TRANSFER","KGZ","1998-02-09","5703",0,0,0,1,NULL,NULL,"244775"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","SFL","SAMMADT64","4676","Elvin","BAGHIROV","AZE","2002-04-15","8728","Sardor","OLIMJONOV","UZB","2002-04-15","4676",2,2,1,1,"2",NULL,"300000"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","RP1","SAMWADT50","1934","Cristina","CASAS","ESP","1992-07-19","7518","Luisaigna","CAMPOS","VEN","1992-07-19","7518",1,0,1,0,"1","1","300000"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","RP1","SAMWADT50","4833","Sara","MATIJEVIC","CRO","1996-04-16","3507","Ekaterina","KHASANOVA","RUS","1996-04-16","3507",1,0,3,2,NULL,"1-2","192704"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","BR1","SAMWADT59","8646","Saranzul","AMGALAN","MGL","1993-11-17","4749","Laure","FOURNIER","FRA","1993-11-17","4749",0,0,8,0,NULL,"4-4","70182"
"World Sambo Championships","KGZ","2022-11-11","2022-11-13","SFL","SAMMADT64","5271","Muhammet","KOSSEKOV","TKM","1998-03-16","2250","Yessentay","IMAKHANOV","KAZ","1998-03-16","5271",1,2,1,0,"1",NULL,"300000"
"World Youth & Juniors & Cadets Sambo Championships","ARM","2022-10-14","2022-10-16","FNL","SAMMYUT58","8439","Vagram","SARGSIAN","RUS","2004-01-23","6585","Baglan","IBRAGIM","KAZ","2004-01-23","8439",4,0,0,0,"4",NULL,"38287"
"World Youth & Juniors & Cadets Sambo Championships","ARM","2022-10-14","2022-10-16","FNL","SAMMJUN98O","8468","Farzinshoh","KHUSENOV","TJK","2002-06-08","6511","Asror","KHAMIDOV","UZB","2002-06-08","8468",2,2,1,1,"2",NULL,"300000"
"World Youth & Juniors & Cadets Sambo Championships","ARM","2022-10-14","2022-10-16","FNL","SAMMJUN98","4586","Kirill","KNIAZKOV","RUS","2003-07-20","8583","Zurab","CHAGELISHVILI","GEO","2003-07-20","4586",0,0,0,0,NULL,NULL,"107328"
"World Youth & Juniors & Cadets Sambo Championships","ARM","2022-10-14","2022-10-16","FNL","SAMWJUN80","4611","Palina","HRAMATNEVA","BLR","2003-04-21","4610","Daria","RECHKALOVA","RUS","2003-04-21","4610",0,0,1,0,NULL,"1","55383"
"World Youth & Juniors & Cadets Sambo Championships","ARM","2022-10-14","2022-10-16","FNL","SAMMJUN88","8587","Giorgi","KHMALADZE","GEO","2003-08-31","8461","Aslan","ABAZOV","RUS","2003-08-31","8461",0,0,2,0,NULL,"2","27381"
"World Youth & Juniors & Cadets Sambo Championships","ARM","2022-10-14","2022-10-16","FNL","SAMMJUN79","3283","Ilya","ZATYLKIN","RUS","2002-03-18","6644","Sanzhar","NURSEIT","KAZ","2002-03-18","3283",6,2,1,2,"1-2-2",NULL,"300000"
"World Youth & Juniors & Cadets Sambo Championships","ARM","2022-10-14","2022-10-16","BR1","SAMMJUN71","8586","Valeri","IARGANASHVILI","GEO","2003-04-01","501","Narek","AMIRYAN","ARM","2003-04-01","8586",8,0,0,0,"4-4",NULL,"90512"
"World Youth & Juniors & Cadets Sambo Championships","ARM","2022-10-14","2022-10-16","FNL","SAMWJUN65","6543","Mukhlisakhon","KADIRBERGANOVA","UZB","2003-01-26","4884","Yesui","DARKHANBATBAYAR","MGL","2003-01-26","6543",8,1,2,0,"4-2-1-1","1-1","300000"
"World Youth & Juniors & Cadets Sambo Championships","ARM","2022-10-14","2022-10-16","FNL","SAMMJUN71","3314","Ali","DAGOEV","RUS","2002-03-26","8343","Subhiddini","KHALILZODA","TJK","2002-03-26","3314",0,0,0,0,NULL,NULL,"61945"
"World Youth & Juniors & Cadets Sambo Championships","ARM","2022-10-14","2022-10-16","BR2","SAMMJUN79","6525","Shokhjakhon","TEMIROV","UZB","2002-12-09","8073","Shijirbaatar","UNDARMAA","MGL","2002-12-09","6525",9,1,0,0,"4-1-4",NULL,"114370"
"World Youth & Juniors & Cadets Sambo Championships","ARM","2022-10-14","2022-10-16","BR2","SAMWJUN65","3528","Evgeniya","CHIRESH","RUS","2002-01-03","1961","Nastassia","SKVARTSOVA","BLR","2002-01-03","3528",2,0,1,2,"1","1","300000"
"World Youth & Juniors & Cadets Sambo Championships","ARM","2022-10-14","2022-10-16","SFL","SAMWJUN50","4596","Sofia","EMELIUKOVA","RUS","2003-03-09","2852","Kanyshai","AMANKULOVA TRANSFER","KGZ","2003-03-09","4596",4,0,0,0,"1-1-2",NULL,"199278"
"World Youth & Juniors & Cadets Sambo Championships","ARM","2022-10-14","2022-10-16","BR2","SAMMJUN64","4743","Mesrop","NIKOYAN","ARM","2003-06-27","6640","Aibek","SAILAUBAYEV","KAZ","2003-06-27","4743",3,1,0,0,"2-1",NULL,"300000"
"World Youth & Juniors & Cadets Sambo Championships","ARM","2022-10-14","2022-10-16","BR1","SAMMJUN64","6818","Gihyeon","LEE","KOR","2002-10-02","8324","Anis","SUBADOROV","TJK","2002-10-02","8324",0,0,0,0,NULL,NULL,"73680"
"World Youth & Juniors & Cadets Sambo Championships","ARM","2022-10-14","2022-10-16","RP1","SAMMJUN71","1960","Ivan","YARMUSH","BLR","2003-01-26","2487","Serik","ABDIMAZHIT","KAZ","2003-01-26","2487",0,2,1,0,NULL,NULL,"300000"
"World Youth & Juniors & Cadets Sambo Championships","ARM","2022-10-14","2022-10-16","RP1","SAMMJUN64","7628","Mattia","CANEVARO","ITA","2003-08-03","6818","Gihyeon","LEE","KOR","2003-08-03","6818",2,1,6,0,"2","4-2","300000"
"World Youth & Juniors & Cadets Sambo Championships","ARM","2022-10-14","2022-10-16","SFL","SAMMJUN98O","7773","Roman","ZHELTOV","RUS","2002-08-14","6511","Asror","KHAMIDOV","UZB","2002-08-14","6511",2,1,6,3,NULL,"4-2","300000"
"World Youth & Juniors & Cadets Sambo Championships","ARM","2022-10-14","2022-10-16","SFL","SAMMJUN88","8587","Giorgi","KHMALADZE","GEO","2003-08-31","6643","Kazybek","RAKISHEV","KAZ","2003-08-31","8587",9,1,0,3,"1-4-2",NULL,"268677"
"World Youth & Juniors & Cadets Sambo Championships","ARM","2022-10-14","2022-10-16","FNL","SAMMJUN64","8180","Turbold","TUMURKHUU","MGL","2003-07-30","6563","Diyorbek","PIRNAZAROV","UZB","2003-07-30","6563",2,2,3,0,"2","1-1","300000"
"World Youth & Juniors & Cadets Sambo Championships","ARM","2022-10-14","2022-10-16","BR1","SAMMJUN58","4731","Ashik","ANDREYAN","ARM","2003-09-18","4033","Egambergan","ISKANDAROV","UZB","2003-09-18","4033",0,1,0,0,NULL,NULL,"300000"
"World Youth & Juniors & Cadets Sambo Championships","ARM","2022-10-14","2022-10-16","SFL","SAMMJUN98","4070","Murod","ERKINOV","UZB","2002-11-05","4586","Kirill","KNIAZKOV","RUS","2002-11-05","4586",1,2,10,2,NULL,"1-4-4","240999"
"World Youth & Juniors & Cadets Sambo Championships","ARM","2022-10-14","2022-10-16","BR1","SAMWJUN80","2444","Shynar","ABATOVA","KAZ","2003-10-12","449","Agapi","HARUTYUNYAN","ARM","2003-10-12","2444",0,0,0,0,NULL,NULL,"65329"
"World Youth & Juniors & Cadets Sambo Championships","ARM","2022-10-14","2022-10-16","SFL","SAMMJUN64","8180","Turbold","TUMURKHUU","MGL","2003-07-30","8324","Anis","SUBADOROV","TJK","2003-07-30","8180",2,1,0,2,"1",NULL,"300000"
"World Youth & Juniors & Cadets Sambo Championships","ARM","2022-10-14","2022-10-16","SFL","SAMWJUN65","6543","Mukhlisakhon","KADIRBERGANOVA","UZB","2003-01-26","6803","Aida","ASANBEKOVA TRANSFER","KGZ","2003-01-26","6543",10,0,0,0,"2-4-4",NULL,"93194"
"World Youth & Juniors & Cadets Sambo Championships","ARM","2022-10-14","2022-10-16","BR1","SAMWJUN65","7802","Tali","SAMUELSON","ISR","2003-03-22","6803","Aida","ASANBEKOVA TRANSFER","KGZ","2003-03-22","7802",1,1,0,2,NULL,NULL,"300000"
"World Youth & Juniors & Cadets Sambo Championships","ARM","2022-10-14","2022-10-16","BR2","SAMMJUN71","2487","Serik","ABDIMAZHIT","KAZ","2003-10-15","8239","Sion","OH","KOR","2003-10-15","2487",8,0,0,0,"1-1-2-4",NULL,"124919"
"World Youth & Juniors & Cadets Sambo Championships","ARM","2022-10-14","2022-10-16","BR2","SAMWJUN50","3062","Anamaria","VLADU","ROU","2003-12-18","2852","Kanyshai","AMANKULOVA TRANSFER","KGZ","2003-12-18","2852",5,0,2,0,"4-1","2","295851"
"World Youth & Juniors & Cadets Sambo Championships","ARM","2022-10-14","2022-10-16","SFL","SAMMJUN58","6419","Argen","DANAPIAEV","KGZ","2002-02-18","8349","Vadim","DEDOV","RUS","2002-02-18","8349",0,0,4,0,NULL,"4","52111"
"World Youth & Juniors & Cadets Sambo Championships","ARM","2022-10-14","2022-10-16","SFL","SAMMJUN98O","8468","Farzinshoh","KHUSENOV","TJK","2002-06-08","8091","Arman","AMANJOL","MGL","2002-06-08","8468",10,2,1,1,"2-4-4",NULL,"223409"
